X,SubjID,Site,Task,Congruency,RT,Acc
6284,P22,ffa,face,cong,1093.700086,1
13154,p70,ffa,object,incong,939.2055647,1
6960,P24,ffa,face,cong,1137.838442,0
10418,p61,ffa,object,cong,867.4205869,0
2796,P09,lo,face,incong,959.8190187,1
1936,P07,ffa,face,cong,411.4984834,0
4570,P16,lo,face,cong,1158.453182,1
11283,p64,ffa,object,incong,1023.85218,1
13365,p70,lo,object,cong,595.8107848,1
9250,p57,lo,object,incong,496.5743166,1
10909,p62,lo,object,cong,923.5991969,1
2988,P10,lo,face,cong,468.522635,1
11498,p64,lo,object,cong,1172.747097,0
11694,p65,ffa,object,cong,1280.918016,0
4512,P16,ffa,face,cong,464.3148062,1
4275,P15,lo,face,cong,422.550339,0
5653,P20,ffa,face,cong,530.1821171,0
14127,p74,ffa,object,cong,1286.366161,1
8775,p56,ffa,object,incong,414.3181646,0
11038,p63,ffa,object,cong,1031.01174,1
8756,p56,ffa,object,cong,1247.435243,1
5904,P20,lo,face,cong,599.3840474,0
7640,p52,ffa,object,incong,1270.248256,1
5959,P21,ffa,face,cong,587.1616676,0
5381,P19,ffa,face,cong,939.0085724,1
3249,P12,ffa,face,incong,1272.899902,0
11465,p64,lo,object,incong,1163.957476,1
12152,p66,lo,object,cong,997.8294694,0
8630,p55,lo,object,cong,935.2782611,1
13345,p70,lo,object,cong,726.2516731,0
7939,p53,ffa,object,cong,936.7449471,0
11568,p65,ffa,object,incong,428.8141836,0
7874,p53,ffa,object,cong,1195.744504,0
4587,P16,lo,face,incong,1229.653741,1
2211,P08,ffa,face,cong,446.3532655,0
10199,p60,lo,object,cong,1132.521437,0
9488,p58,ffa,object,cong,670.8363778,1
4062,P15,ffa,face,cong,897.7633513,0
13249,p70,ffa,object,cong,422.6750418,1
11502,p64,lo,object,incong,428.234923,0
197,P01,lo,face,cong,529.409709,0
1137,P04,lo,face,cong,857.3881665,0
8009,p53,lo,object,incong,933.5263022,0
4524,P16,ffa,face,cong,460.9123159,1
7319,p51,ffa,object,cong,888.9424015,0
13523,p72,ffa,object,cong,1248.311917,1
13235,p70,ffa,object,cong,1117.774003,1
8100,p53,lo,object,incong,746.4836198,0
986,P04,ffa,face,cong,886.0496376,1
5477,P19,lo,face,incong,1180.042649,1
9314,p57,lo,object,incong,946.3813246,1
13392,p70,lo,object,cong,986.0485129,1
2917,P10,ffa,face,cong,983.1952081,0
3979,P14,lo,face,cong,862.2399362,0
9303,p57,lo,object,incong,1005.670803,1
10620,p62,ffa,object,cong,764.5342663,1
8440,p55,ffa,object,cong,583.8089213,0
5016,P18,ffa,face,cong,998.661493,1
5493,P19,lo,face,cong,699.7811005,1
6610,P23,ffa,face,cong,885.9776913,0
3954,P14,lo,face,cong,1195.407003,0
4929,P17,lo,face,cong,1008.71713,1
13779,p73,ffa,object,incong,401.2413437,0
4290,P15,lo,face,incong,482.6209177,1
5668,P20,ffa,face,cong,1165.678348,1
13943,p73,lo,object,cong,644.5861386,0
12132,p66,lo,object,cong,852.8341194,0
12968,p69,lo,object,cong,606.0091827,1
3181,P12,ffa,face,cong,787.3050809,1
7432,p51,lo,object,cong,1220.515329,1
5491,P19,lo,face,cong,1059.93912,1
13642,p72,lo,object,incong,604.5020589,1
4932,P17,lo,face,cong,863.0944504,0
13579,p72,lo,object,cong,833.8086587,0
13136,p70,ffa,object,incong,1178.972598,0
14105,p74,ffa,object,cong,1157.364883,0
7629,p52,ffa,object,cong,601.6450338,0
4364,P15,lo,face,incong,798.6785525,0
3309,P12,lo,face,cong,522.0154667,0
862,P03,lo,face,incong,863.5059216,0
11945,p66,ffa,object,cong,1070.274089,1
1791,P06,lo,face,cong,932.7154144,1
11147,p63,lo,object,cong,1136.082037,1
4592,P16,lo,face,cong,550.9410786,1
5926,P20,lo,face,cong,1284.6904,0
4617,P16,lo,face,incong,1148.864507,0
6094,P21,lo,face,cong,728.1697145,1
14164,p74,ffa,object,cong,1250.707065,0
4229,P15,lo,face,cong,953.2452462,0
8062,p53,lo,object,cong,598.5068342,1
4322,P15,lo,face,incong,639.8638256,1
12825,p69,ffa,object,incong,984.0393015,0
1741,P06,lo,face,cong,423.4604035,0
5769,P20,ffa,face,cong,1243.237817,0
2756,P09,lo,face,cong,1057.582268,1
10626,p62,ffa,object,cong,764.005972,0
5009,P18,ffa,face,cong,473.5393788,1
985,P04,ffa,face,cong,415.2470443,0
1188,P04,lo,face,cong,563.2090929,0
6798,P23,lo,face,cong,501.0617273,1
4281,P15,lo,face,cong,1149.096783,1
6306,P22,ffa,face,cong,1157.06926,1
7032,P24,lo,face,cong,809.3955602,1
1884,P07,ffa,face,cong,689.0228152,0
11215,p63,lo,object,cong,809.6248563,1
4094,P15,ffa,face,cong,1019.697464,1
1672,P06,ffa,face,cong,908.1153827,0
2602,P09,ffa,face,cong,936.2313444,0
442,P02,ffa,face,cong,990.1036421,1
3719,P13,lo,face,cong,1218.345761,1
9607,p58,lo,object,cong,743.7611506,0
11739,p65,lo,object,cong,1223.663228,1
14029,p73,lo,object,cong,1288.600776,0
6346,P22,ffa,face,cong,855.0093223,1
9067,p57,ffa,object,cong,1058.019201,1
4361,P15,lo,face,cong,668.8194619,0
8212,p54,ffa,object,cong,955.0014132,1
10838,p62,lo,object,cong,1229.863178,0
4125,P15,ffa,face,incong,606.4786985,1
3093,P10,lo,face,incong,865.642845,0
12153,p66,lo,object,incong,1108.744791,1
12151,p66,lo,object,cong,653.8712732,1
9936,p59,lo,object,cong,483.2900564,0
3267,P12,ffa,face,incong,1074.240968,0
14012,p73,lo,object,cong,1270.817256,1
2096,P07,lo,face,cong,699.3470311,0
10215,p60,lo,object,cong,411.403686,1
9978,p59,lo,object,cong,1143.454907,1
3466,P13,ffa,face,cong,774.1609328,0
5370,P19,ffa,face,cong,846.5045577,1
13833,p73,ffa,object,cong,953.3674608,0
1881,P07,ffa,face,cong,1059.121351,1
10622,p62,ffa,object,cong,877.3496559,0
5187,P18,lo,face,cong,1108.398813,0
5326,P19,ffa,face,incong,737.4371807,1
3431,P12,lo,face,cong,1135.311354,0
10117,p60,ffa,object,cong,677.1627203,1
10350,p61,ffa,object,cong,625.7334424,0
13641,p72,lo,object,cong,717.2543886,0
12160,p66,lo,object,cong,1279.502931,0
9782,p59,ffa,object,cong,1249.527641,1
11471,p64,lo,object,cong,1004.913857,0
12254,p67,ffa,object,cong,941.8250303,1
3216,P12,ffa,face,cong,539.5172074,1
12508,p68,ffa,object,incong,645.7278171,1
4699,P17,ffa,face,cong,455.058751,1
6524,P22,lo,face,incong,1192.058613,0
4006,P14,lo,face,cong,406.0099924,1
7054,P24,lo,face,cong,1206.213064,1
10591,p61,lo,object,cong,792.6284119,0
13376,p70,lo,object,cong,997.6215036,1
8853,p56,ffa,object,cong,1119.16944,0
6233,P21,lo,face,cong,945.5819444,0
10168,p60,lo,object,cong,1114.041436,1
3088,P10,lo,face,cong,485.6031885,1
11671,p65,ffa,object,cong,1210.38393,0
2099,P07,lo,face,cong,953.8373021,0
9768,p59,ffa,object,cong,836.9470386,0
5750,P20,ffa,face,incong,706.2743571,0
7391,p51,lo,object,cong,494.3895624,1
5590,P19,lo,face,incong,918.8446197,1
4297,P15,lo,face,incong,576.2249745,0
3553,P13,ffa,face,cong,807.8493541,0
9943,p59,lo,object,cong,1082.126458,1
12524,p68,ffa,object,cong,742.5494347,1
8250,p54,ffa,object,incong,1202.224468,0
10467,p61,lo,object,cong,1149.340354,0
3976,P14,lo,face,cong,832.5819359,1
3911,P14,lo,face,cong,1177.455218,1
12345,p67,lo,object,incong,1060.317111,0
136,P01,ffa,face,incong,518.3892735,0
11867,p66,ffa,object,cong,824.1784929,1
6161,P21,lo,face,cong,972.9100696,1
5697,P20,ffa,face,cong,1151.351226,1
10906,p62,lo,object,incong,1020.620457,0
1514,P05,lo,face,cong,1172.310148,1
6545,P22,lo,face,incong,776.9504632,1
691,P03,ffa,face,cong,782.8705868,1
11655,p65,ffa,object,cong,500.5967966,0
8874,p56,ffa,object,cong,763.9827019,0
7230,p51,ffa,object,cong,792.6049183,0
10526,p61,lo,object,cong,986.9483269,1
146,P01,ffa,face,cong,715.9764983,0
3441,P13,ffa,face,cong,686.1481425,0
10191,p60,lo,object,cong,1085.106331,1
2844,P10,ffa,face,cong,1085.932185,0
8054,p53,lo,object,cong,547.5553551,1
11311,p64,ffa,object,cong,632.6091886,1
8997,p56,lo,object,cong,471.5239353,0
10748,p62,ffa,object,cong,507.323089,0
5878,P20,lo,face,incong,1282.706533,1
234,P01,lo,face,cong,633.9432925,1
13993,p73,lo,object,incong,868.7480856,0
79,P01,ffa,face,incong,594.0864615,0
12811,p69,ffa,object,incong,1219.101685,0
3608,P13,lo,face,cong,731.2109995,1
2653,P09,lo,face,incong,833.3162089,0
4882,P17,lo,face,cong,564.7371814,0
6884,P24,ffa,face,cong,795.4686572,0
4319,P15,lo,face,cong,1174.950137,1
10488,p61,lo,object,cong,752.2818766,0
597,P02,lo,face,cong,457.6936372,0
2998,P10,lo,face,cong,874.7796729,1
11105,p63,lo,object,incong,1051.269665,1
3211,P12,ffa,face,cong,849.8277,1
4560,P16,lo,face,cong,825.1142292,0
13398,p70,lo,object,cong,861.9577894,0
6160,P21,lo,face,cong,1178.438994,1
5655,P20,ffa,face,incong,512.9249497,0
10685,p62,ffa,object,cong,1056.393311,1
2914,P10,ffa,face,cong,915.354921,0
9209,p57,lo,object,cong,1242.459543,0
4973,P17,lo,face,incong,736.2821334,1
2305,P08,ffa,face,cong,447.1773261,0
1876,P07,ffa,face,cong,748.0592715,1
7190,p51,ffa,object,cong,1094.249121,1
12625,p68,ffa,object,incong,928.3411134,1
6254,P22,ffa,face,cong,1281.144513,0
5061,P18,ffa,face,cong,436.0429426,0
13040,p69,lo,object,cong,646.493718,1
116,P01,ffa,face,cong,1232.287903,1
13034,p69,lo,object,cong,767.1384327,1
11354,p64,ffa,object,cong,421.3004406,0
5274,P18,lo,face,cong,890.1531112,1
1686,P06,ffa,face,cong,683.8817011,0
13772,p73,ffa,object,cong,1145.084629,0
7514,p52,ffa,object,cong,962.8675583,0
2302,P08,ffa,face,incong,911.2619233,1
1498,P05,lo,face,cong,1064.412092,0
13940,p73,lo,object,cong,655.6737751,0
12591,p68,ffa,object,cong,1224.20472,1
6637,P23,ffa,face,cong,863.3863097,0
8087,p53,lo,object,cong,959.1713774,1
8838,p56,ffa,object,cong,1282.043043,1
7957,p53,lo,object,cong,821.3852686,0
10258,p60,lo,object,cong,1014.331201,0
11359,p64,ffa,object,cong,1076.463757,1
638,P03,ffa,face,cong,803.9534582,1
1197,P04,lo,face,cong,729.2543086,0
960,P04,ffa,face,cong,410.2145424,0
12565,p68,ffa,object,cong,806.0410258,1
11790,p65,lo,object,cong,735.5766372,0
13179,p70,ffa,object,cong,532.6935171,1
4328,P15,lo,face,cong,865.3912274,0
12712,p68,lo,object,cong,910.9733813,1
6091,P21,lo,face,cong,1197.775064,1
5543,P19,lo,face,cong,941.5382484,0
3759,P14,ffa,face,cong,873.5451828,0
13496,p72,ffa,object,cong,1176.839144,1
8527,p55,ffa,object,incong,872.5266418,1
1228,P04,lo,face,cong,1039.688166,0
499,P02,lo,face,cong,1282.373159,0
14195,p74,ffa,object,cong,1171.232644,0
4473,P16,ffa,face,cong,599.4121658,1
8844,p56,ffa,object,cong,893.2523075,1
354,P02,ffa,face,cong,412.2108352,1
11462,p64,lo,object,cong,1031.841386,1
4898,P17,lo,face,cong,964.7102987,0
3624,P13,lo,face,incong,546.1918035,0
7179,p51,ffa,object,cong,598.1229503,1
1766,P06,lo,face,cong,627.7225791,0
9001,p56,lo,object,incong,1015.656055,1
4389,P16,ffa,face,cong,1008.717677,1
8555,p55,ffa,object,incong,751.3621278,0
2539,P09,ffa,face,cong,584.6649652,1
8564,p55,ffa,object,cong,886.3725899,0
11699,p65,ffa,object,cong,567.3345871,1
1361,P05,ffa,face,cong,683.2638593,0
11879,p66,ffa,object,cong,841.5567074,0
3381,P12,lo,face,cong,1251.601507,0
5462,P19,lo,face,cong,417.5961561,1
3405,P12,lo,face,cong,664.4475715,1
8103,p53,lo,object,cong,817.8049666,1
8660,p55,lo,object,incong,1017.359891,1
7774,p52,lo,object,cong,802.5071785,1
935,P03,lo,face,cong,611.8037405,1
7308,p51,ffa,object,cong,1063.138203,1
4750,P17,ffa,face,cong,949.1591861,1
1802,P06,lo,face,cong,1150.969597,1
14168,p74,ffa,object,cong,1246.17092,1
5883,P20,lo,face,cong,920.2243111,0
7626,p52,ffa,object,cong,737.3689167,1
2003,P07,ffa,face,incong,925.0364192,0
457,P02,ffa,face,cong,947.5403614,0
5943,P21,ffa,face,cong,454.6028919,1
6517,P22,lo,face,cong,677.6069658,1
4842,P17,lo,face,cong,764.2162171,1
4489,P16,ffa,face,cong,863.8476536,0
6265,P22,ffa,face,cong,1037.656615,0
1485,P05,lo,face,cong,768.3862993,1
1667,P06,ffa,face,cong,813.0147163,1
10226,p60,lo,object,cong,596.6510362,1
145,P01,ffa,face,incong,514.9408448,1
13911,p73,lo,object,cong,414.6898366,0
10391,p61,ffa,object,cong,581.4769484,0
9339,p57,lo,object,cong,489.4386056,1
5307,P19,ffa,face,cong,814.7432831,1
3000,P10,lo,face,cong,467.2904344,0
5596,P19,lo,face,incong,865.7315498,0
14005,p73,lo,object,incong,1152.444539,0
13046,p69,lo,object,cong,431.7513345,1
3505,P13,ffa,face,cong,1031.263542,0
4908,P17,lo,face,incong,448.4359127,0
7714,p52,lo,object,cong,846.535147,0
889,P03,lo,face,cong,1139.720152,1
11906,p66,ffa,object,cong,1185.858821,0
8181,p54,ffa,object,cong,1218.366524,0
12774,p68,lo,object,cong,1270.677978,1
641,P03,ffa,face,incong,503.22719,0
8270,p54,lo,object,cong,922.6281268,1
6680,P23,ffa,face,incong,699.4428806,0
1421,P05,lo,face,cong,572.8838002,0
7968,p53,lo,object,cong,1035.834931,0
14079,p74,ffa,object,cong,930.3806671,0
4921,P17,lo,face,cong,634.0264067,1
1340,P05,ffa,face,cong,791.9991827,0
11570,p65,ffa,object,incong,467.2870765,1
11461,p64,lo,object,incong,1169.581708,1
174,P01,lo,face,cong,806.5863199,0
12563,p68,ffa,object,cong,1203.151709,1
3997,P14,lo,face,cong,496.7376209,1
664,P03,ffa,face,cong,987.8803668,0
8880,p56,ffa,object,cong,1010.864627,1
13304,p70,lo,object,cong,571.0017669,1
7068,P24,lo,face,cong,942.8770755,1
4940,P17,lo,face,incong,736.9652534,0
8582,p55,lo,object,cong,1100.060745,0
8635,p55,lo,object,cong,620.2983986,0
1695,P06,ffa,face,cong,768.0991306,1
7788,p52,lo,object,cong,766.3045293,1
399,P02,ffa,face,incong,1027.2452,0
415,P02,ffa,face,cong,1076.119127,0
787,P03,lo,face,cong,1141.439943,1
5328,P19,ffa,face,cong,1202.0677,0
1813,P06,lo,face,cong,528.6301841,1
12066,p66,lo,object,incong,561.2543911,1
1095,P04,lo,face,cong,1131.853041,0
6351,P22,ffa,face,cong,1035.040006,1
6195,P21,lo,face,cong,1118.894088,0
12904,p69,ffa,object,cong,719.1323784,0
6208,P21,lo,face,cong,775.2551561,0
4159,P15,ffa,face,cong,743.5831872,1
7918,p53,ffa,object,cong,502.9658951,1
3533,P13,ffa,face,cong,781.8570595,1
9609,p58,lo,object,cong,1246.345066,1
2841,P10,ffa,face,cong,1010.67507,0
94,P01,ffa,face,incong,1042.226222,1
2798,P09,lo,face,cong,922.0910705,1
7407,p51,lo,object,cong,1103.511818,1
13615,p72,lo,object,cong,723.0347112,1
1760,P06,lo,face,incong,511.4361303,1
14137,p74,ffa,object,cong,1154.526202,0
6961,P24,ffa,face,cong,994.6998531,0
6862,P23,lo,face,cong,542.5313118,1
8963,p56,lo,object,cong,1072.40641,1
7631,p52,ffa,object,incong,447.7521259,0
1205,P04,lo,face,cong,533.8794677,0
1668,P06,ffa,face,cong,405.2181907,1
11386,p64,ffa,object,cong,531.3291045,0
5181,P18,lo,face,cong,752.0961768,1
4583,P16,lo,face,cong,1056.353595,0
5075,P18,ffa,face,cong,1053.888343,1
4089,P15,ffa,face,cong,1126.201457,1
5270,P18,lo,face,incong,830.5768934,0
5661,P20,ffa,face,cong,519.8553015,0
11553,p65,ffa,object,cong,458.6833067,1
13453,p72,ffa,object,cong,551.5026385,0
9846,p59,lo,object,incong,921.9900317,1
5984,P21,ffa,face,cong,943.1724645,1
2471,P08,lo,face,cong,1268.331989,1
9025,p56,lo,object,cong,431.9372679,0
9211,p57,lo,object,cong,1028.987487,1
13690,p72,lo,object,cong,1093.616122,0
9188,p57,ffa,object,cong,1194.004771,0
7173,P24,lo,face,cong,932.4043869,1
5868,P20,lo,face,cong,482.2838404,0
11869,p66,ffa,object,cong,735.4351849,1
2299,P08,ffa,face,cong,564.6045172,0
7091,P24,lo,face,cong,416.1748219,0
3931,P14,lo,face,cong,1197.32611,1
12300,p67,ffa,object,incong,1195.775957,0
6573,P23,ffa,face,cong,828.4761895,1
552,P02,lo,face,cong,906.1018357,1
6881,P24,ffa,face,cong,585.7457639,1
5146,P18,ffa,face,cong,893.819065,1
2968,P10,lo,face,cong,679.2538342,0
12513,p68,ffa,object,cong,632.1660723,1
7516,p52,ffa,object,cong,433.8264082,0
13002,p69,lo,object,cong,1089.88642,1
14003,p73,lo,object,cong,642.7406738,1
8149,p54,ffa,object,cong,496.3282133,1
10802,p62,lo,object,cong,1055.457291,1
7446,p51,lo,object,cong,1086.031234,1
11300,p64,ffa,object,cong,578.8604203,0
8712,p55,lo,object,cong,985.5461584,1
7561,p52,ffa,object,incong,695.923574,1
9922,p59,lo,object,cong,939.6534038,0
4100,P15,ffa,face,cong,1177.35232,1
3858,P14,ffa,face,cong,842.1982395,1
3532,P13,ffa,face,cong,1216.086439,0
11002,p63,ffa,object,incong,1151.687586,0
4579,P16,lo,face,cong,920.3807669,0
12391,p67,lo,object,cong,673.2511786,0
3588,P13,ffa,face,incong,537.988981,0
5882,P20,lo,face,cong,1069.809331,0
5557,P19,lo,face,cong,684.0845211,0
9159,p57,ffa,object,cong,1229.160015,0
11069,p63,ffa,object,cong,740.2634099,0
13,P01,ffa,face,cong,996.5511358,1
8540,p55,ffa,object,cong,1127.357457,1
6112,P21,lo,face,cong,1180.621401,1
2989,P10,lo,face,cong,890.4669622,1
6054,P21,ffa,face,cong,539.6389091,1
4935,P17,lo,face,cong,1137.832506,1
1424,P05,lo,face,incong,1002.585186,1
11164,p63,lo,object,cong,1251.490924,1
12557,p68,ffa,object,cong,426.4188293,1
12726,p68,lo,object,cong,825.6037455,1
9537,p58,lo,object,cong,916.3912471,0
3716,P13,lo,face,cong,960.439007,0
13928,p73,lo,object,cong,632.5956583,0
4723,P17,ffa,face,cong,539.1680281,0
1432,P05,lo,face,cong,962.3059601,1
9919,p59,lo,object,incong,712.2765045,0
7923,p53,ffa,object,cong,509.7860542,1
7033,P24,lo,face,incong,565.3146711,0
1622,P06,ffa,face,cong,1150.496208,1
3707,P13,lo,face,cong,1089.195492,1
11333,p64,ffa,object,incong,669.9981216,1
5440,P19,ffa,face,cong,563.9278267,1
9926,p59,lo,object,cong,408.0400749,1
9101,p57,ffa,object,cong,951.5325794,1
9643,p58,lo,object,cong,1088.094026,1
10390,p61,ffa,object,incong,629.5398037,1
8900,p56,lo,object,cong,622.7657449,0
12781,p68,lo,object,cong,587.3035883,0
3702,P13,lo,face,cong,646.9630794,1
6876,P24,ffa,face,cong,678.8832701,1
564,P02,lo,face,incong,1231.256878,0
4481,P16,ffa,face,cong,1086.403137,0
3852,P14,ffa,face,cong,518.2434502,1
6273,P22,ffa,face,cong,911.5173602,1
8656,p55,lo,object,incong,1011.768797,0
4717,P17,ffa,face,incong,790.2794572,1
13866,p73,ffa,object,cong,919.4333262,0
2923,P10,ffa,face,incong,1269.866241,1
12639,p68,lo,object,cong,511.6663432,0
12113,p66,lo,object,cong,787.7858758,0
186,P01,lo,face,cong,1211.835899,0
13482,p72,ffa,object,incong,1190.008958,1
11388,p64,ffa,object,cong,532.4477924,0
3382,P12,lo,face,cong,564.8897274,0
2794,P09,lo,face,cong,836.041837,0
12481,p68,ffa,object,cong,893.2928904,0
12738,p68,lo,object,cong,833.044387,1
12325,p67,lo,object,cong,696.3121048,1
13819,p73,ffa,object,incong,787.4566639,0
9703,p59,ffa,object,cong,1156.159683,1
4986,P17,lo,face,cong,1282.19058,1
4624,P16,lo,face,cong,404.848115,1
4474,P16,ffa,face,cong,498.2965958,1
11638,p65,ffa,object,cong,468.6612154,1
8048,p53,lo,object,cong,925.6763067,0
335,P02,ffa,face,cong,535.0063014,1
8324,p54,lo,object,cong,1011.046535,0
1804,P06,lo,face,cong,854.9375545,0
8071,p53,lo,object,cong,556.3023551,0
4997,P18,ffa,face,cong,1226.191747,0
12692,p68,lo,object,cong,760.6263218,0
4013,P14,lo,face,cong,1236.844502,0
12004,p66,ffa,object,cong,423.5081594,1
5748,P20,ffa,face,incong,536.9665697,0
11014,p63,ffa,object,cong,1007.244768,0
11714,p65,lo,object,cong,933.4976141,1
11298,p64,ffa,object,cong,946.1942096,1
6968,P24,ffa,face,cong,567.1224763,0
13597,p72,lo,object,cong,744.169284,1
10677,p62,ffa,object,cong,673.5730413,1
11559,p65,ffa,object,cong,1203.732326,0
1901,P07,ffa,face,incong,1287.403903,0
1192,P04,lo,face,cong,440.2858383,0
10820,p62,lo,object,incong,826.4987517,0
3699,P13,lo,face,cong,654.1299018,1
13740,p73,ffa,object,cong,1225.75778,0
13192,p70,ffa,object,incong,512.5049234,1
5931,P21,ffa,face,cong,1062.21167,1
6557,P23,ffa,face,cong,1195.621615,0
332,P02,ffa,face,cong,612.7917558,0
3243,P12,ffa,face,cong,689.830228,1
5071,P18,ffa,face,cong,937.6054973,1
11347,p64,ffa,object,cong,630.2052272,1
7708,p52,lo,object,cong,958.8269484,0
5051,P18,ffa,face,incong,481.7664612,0
9492,p58,ffa,object,cong,679.1311258,0
4736,P17,ffa,face,cong,645.5706161,1
1798,P06,lo,face,incong,499.2212576,1
10307,p61,ffa,object,cong,515.0604531,1
1343,P05,ffa,face,cong,571.4198225,1
8269,p54,lo,object,cong,816.4997618,1
6065,P21,ffa,face,incong,746.8262457,0
12748,p68,lo,object,cong,936.9089806,1
4152,P15,ffa,face,cong,1173.183428,0
13022,p69,lo,object,incong,863.191332,0
11029,p63,ffa,object,cong,838.7734123,0
764,P03,ffa,face,cong,1214.531468,0
11759,p65,lo,object,cong,516.7801185,1
8595,p55,lo,object,cong,902.7802524,1
5528,P19,lo,face,cong,732.8017574,1
6772,P23,lo,face,incong,505.2292905,0
3260,P12,ffa,face,incong,475.0629597,1
3586,P13,ffa,face,cong,647.4432611,0
9924,p59,lo,object,cong,1064.033551,0
9608,p58,lo,object,cong,843.767724,1
7437,p51,lo,object,cong,884.7517507,0
6788,P23,lo,face,cong,1215.981461,1
13857,p73,ffa,object,cong,502.1195126,1
7673,p52,lo,object,cong,708.9205882,0
4904,P17,lo,face,cong,1026.55262,1
203,P01,lo,face,cong,419.0390768,0
6515,P22,lo,face,cong,510.9811688,0
13715,p72,lo,object,cong,1220.011551,0
3603,P13,lo,face,cong,1220.39617,1
6681,P23,ffa,face,cong,1283.280974,0
12688,p68,lo,object,incong,479.1950281,0
11548,p65,ffa,object,cong,712.9926369,0
3900,P14,ffa,face,cong,976.7119878,1
4156,P15,ffa,face,cong,609.2002032,0
3600,P13,lo,face,incong,868.1052405,1
12484,p68,ffa,object,incong,473.8007655,0
3467,P13,ffa,face,cong,751.3821398,1
9287,p57,lo,object,incong,808.7358681,0
4911,P17,lo,face,cong,438.4106068,0
10494,p61,lo,object,cong,1280.944347,0
12897,p69,ffa,object,cong,995.8264551,1
10144,p60,lo,object,cong,586.5933046,1
2661,P09,lo,face,incong,559.8212469,0
8232,p54,ffa,object,incong,623.4615796,0
14100,p74,ffa,object,cong,1084.771364,1
1132,P04,lo,face,cong,1239.416455,0
10174,p60,lo,object,cong,575.704738,1
6530,P22,lo,face,incong,451.8778096,0
7920,p53,ffa,object,incong,1000.170526,1
11516,p64,lo,object,incong,1289.06884,0
843,P03,lo,face,incong,460.1978131,1
11760,p65,lo,object,cong,708.3571694,1
8945,p56,lo,object,incong,1032.809808,0
5115,P18,ffa,face,cong,868.1616711,1
6550,P22,lo,face,cong,761.0869283,0
9218,p57,lo,object,cong,576.4858156,1
3359,P12,lo,face,incong,1177.843001,0
2995,P10,lo,face,cong,1171.135625,1
5842,P20,lo,face,cong,581.1599685,1
7146,P24,lo,face,cong,964.2887306,0
2687,P09,lo,face,cong,555.373915,0
1904,P07,ffa,face,cong,1272.491538,1
6157,P21,lo,face,incong,758.9952795,0
13213,p70,ffa,object,cong,787.9793712,0
9207,p57,lo,object,incong,920.6539889,1
2562,P09,ffa,face,incong,957.7504717,0
12111,p66,lo,object,cong,1013.460042,1
12700,p68,lo,object,incong,679.0314071,0
5310,P19,ffa,face,cong,530.9574107,0
2809,P10,ffa,face,cong,940.8641088,1
5700,P20,ffa,face,cong,859.8731968,0
6986,P24,ffa,face,cong,1250.428021,0
2173,P07,lo,face,cong,605.1803958,1
8857,p56,ffa,object,cong,1080.51202,1
4390,P16,ffa,face,cong,460.197301,0
8234,p54,ffa,object,cong,611.424923,1
12871,p69,ffa,object,cong,946.0399453,0
13409,p70,lo,object,cong,544.096469,1
4566,P16,lo,face,cong,1126.108581,0
4733,P17,ffa,face,cong,646.7611791,1
8739,p56,ffa,object,cong,1179.301448,1
2638,P09,ffa,face,cong,888.8923487,0
13603,p72,lo,object,cong,1134.615003,0
10318,p61,ffa,object,cong,732.6761538,0
11424,p64,lo,object,cong,702.4047509,1
11426,p64,lo,object,cong,818.45094,1
6845,P23,lo,face,incong,609.2067986,0
9193,p57,ffa,object,cong,1033.718895,0
11687,p65,ffa,object,cong,923.8439461,1
6700,P23,ffa,face,cong,631.5094193,0
7475,p51,lo,object,cong,617.7678227,1
12506,p68,ffa,object,cong,1127.591767,0
13190,p70,ffa,object,cong,551.0096216,0
2922,P10,ffa,face,cong,587.1188609,1
7670,p52,lo,object,cong,831.9044212,1
11690,p65,ffa,object,cong,1037.846495,1
6802,P23,lo,face,cong,656.9441754,0
9833,p59,lo,object,cong,1062.64685,0
11292,p64,ffa,object,incong,581.2436146,0
6503,P22,lo,face,cong,852.9753651,1
7979,p53,lo,object,cong,694.616497,1
6113,P21,lo,face,cong,825.3861493,0
683,P03,ffa,face,cong,778.5111654,1
6825,P23,lo,face,cong,816.1835365,1
12507,p68,ffa,object,incong,436.4677928,1
8607,p55,lo,object,incong,475.4985851,1
10886,p62,lo,object,cong,1059.04378,0
8676,p55,lo,object,cong,863.8574496,1
11074,p63,ffa,object,incong,562.2848296,1
12737,p68,lo,object,incong,1024.049087,0
7131,P24,lo,face,cong,1096.704783,1
9057,p57,ffa,object,incong,486.7060324,0
5403,P19,ffa,face,cong,643.0405765,0
14009,p73,lo,object,cong,479.1579333,1
7301,p51,ffa,object,cong,453.1890541,1
3691,P13,lo,face,cong,583.5304465,0
5431,P19,ffa,face,cong,1024.940974,0
1810,P06,lo,face,incong,1162.906307,1
12091,p66,lo,object,incong,647.1200677,0
11095,p63,lo,object,incong,547.3272976,0
6624,P23,ffa,face,cong,520.2746214,0
8781,p56,ffa,object,cong,1211.987914,1
5606,P19,lo,face,cong,849.4162214,0
10137,p60,ffa,object,cong,627.2059549,1
3821,P14,ffa,face,cong,980.966857,1
5814,P20,lo,face,cong,1219.36985,0
1377,P05,ffa,face,cong,699.9613086,1
2695,P09,lo,face,cong,482.4531866,0
12702,p68,lo,object,cong,462.4312193,0
2858,P10,ffa,face,cong,1088.627215,0
9577,p58,lo,object,cong,492.9706913,0
